"Station Name","BELLEVILLE"
"Province","ONTARIO"
"Latitude","44.15"
"Longitude","-77.39"
"Elevation","76.20"
"Climate Identifier","6150689"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2005-06","2005","06","26.9","","17.5","E","22.2","E","33.0","","10.5","","55.4","","0.0","","55.4","","0","",,"",,""
"2005-07","2005","07","29.0","","19.0","","24.0","","34.5","","12.5","","85.4","","0.0","","85.4","","0","",,"",,""
"2005-08","2005","08","27.4","","18.0","","22.7","","31.5","","12.0","","91.6","","0.0","","91.6","","0","",,"",,""
"2005-09","2005","09","23.7","","14.0","","18.8","","28.0","","5.0","","83.9","","0.0","","83.9","","0","",,"",,""
"2005-10","2005","10","14.5","","7.5","","11.0","","25.5","","-0.5","","110.7","","0.0","","110.7","","0","",,"",,""
"2005-11","2005","11","9.3","","1.1","","5.2","","17.0","S","-12.5","","120.0","","14.0","","134.0","","0","",,"",,""
"2005-12","2005","12","-0.4","","-6.9","E","-3.7","E","5.0","","-20.0","S","25.8","","37.1","","62.9","","2","",,"",,""
"2006-01","2006","01","3.0","","-5.2","","-1.1","","10.0","","-18.0","","81.7","","11.9","","93.6","","0","",,"",,""
"2006-02","2006","02","-0.2","","-8.4","","-4.3","","8.5","","-19.5","","45.4","","13.6","","59.0","","7","",,"",,""
"2006-03","2006","03","5.7","","-4.2","","0.7","","20.0","","-16.0","","44.1","","0.4","","44.5","","0","",,"",,""
"2006-04","2006","04","13.7","E","3.3","","8.5","E","24.5","","-5.0","","68.7","","0.8","","69.5","","0","",,"",,""
"2006-05","2006","05","20.0","","9.7","","14.9","","31.0","","1.5","","98.5","","0.0","T","98.5","","0","",,"",,""
"2006-06","2006","06","24.3","","14.9","","19.6","","29.0","S","8.5","","90.3","","0.0","","90.3","","0","",,"",,""
"2006-07","2006","07","27.6","","19.0","","23.3","","31.5","","13.5","","88.6","","0.0","","88.6","","0","",,"",,""
"2006-08","2006","08","26.9","E","16.3","","21.6","E","33.0","","9.5","","23.0","","0.0","","23.0","","0","",,"",,""
"2006-09","2006","09","19.9","","11.5","","15.7","","26.0","","3.5","","133.3","","0.0","","133.3","","0","",,"",,""
"2006-10","2006","10","13.1","E","4.7","E","8.9","E","22.0","","-2.0","","205.0","","0.0","T","205.0","","0","",,"",,""
"2006-11","2006","11","8.8","","1.8","","5.3","","15.0","","-3.5","","126.2","","0.0","T","126.2","","0","",,"",,""
"2006-12","2006","12","5.2","","-1.7","","1.8","","13.0","","-14.0","","86.7","","26.5","E","113.2","E","0","T",,"",,""
